no,chapter,speaker,content,Additional Info
553,5,Nick_narrator,"We went upstairs, through period bedrooms swathed in rose and lavender silk and vivid with new flowers, through dressing-rooms and poolrooms, and bathrooms with sunken baths—intruding into one chamber where a dishevelled man in pyjamas was doing liver exercises on the floor. It was Mr. Klipspringer, the ""boarder."" I had seen him wandering hungrily about the beach that morning. Finally we came to Gatsby’s own apartment, a bedroom and a bath, and an Adam’s study, where we sat down and drank a glass of some Chartreuse he took from a cupboard in the wall.",
554,5,Nick_narrator,"He hadn’t once ceased looking at Daisy, and I think he revalued everything in his house according to the measure of response it drew from her well-loved eyes. Sometimes too, he stared around at his possessions in a dazed way, as though in her actual and astounding presence none of it was any longer real. Once he nearly toppled down a flight of stairs.",
555,5,Nick_narrator,"His bedroom was the simplest room of all—except where the dresser was garnished with a toilet set of pure dull gold. Daisy took the brush with delight, and smoothed her hair, whereupon Gatsby sat down and shaded his eyes and began to laugh.",
556,5,Nick_narrator,he said hilariously.,
557,5,Nick_narrator,"He had passed visibly through two states and was entering upon a third. After his embarrassment and his unreasoning joy he was consumed with wonder at her presence. He had been full of the idea so long, dreamed it right through to the end, waited with his teeth set, so to speak, at an inconceivable pitch of intensity. Now, in the reaction, he was running down like an over-wound clock.",
558,5,Nick_narrator,"Recovering himself in a minute he opened for us two hulking patent cabinets which held his massed suits and dressing-gowns and ties, and his shirts, piled like bricks in stacks a dozen high.",
559,5,Nick_narrator,"He took out a pile of shirts and began throwing them, one by one, before us, shirts of sheer linen and thick silk and fine flannel, which lost their folds as they fell and covered the table in many-coloured disarray. While we admired he brought more and the soft rich heap mounted higher—shirts with stripes and scrolls and plaids in coral and apple-green and lavender and faint orange, with monograms of indian blue. Suddenly, with a strained sound, Daisy bent her head into the shirts and began to cry stormily.",
560,5,Nick_narrator,"she sobbed, her voice muffled in the thick folds.",
561,5,Nick_narrator,"After the house, we were to see the grounds and the swimming pool, and the hydroplane, and the midsummer flowers—but outside Gatsby’s window it began to rain again, so we stood in a row looking at the corrugated surface of the Sound.",
562,5,Nick_narrator,said Gatsby.,
563,5,Nick_narrator,"Daisy put her arm through his abruptly, but he seemed absorbed in what he had just said. Possibly it had occurred to him that the colossal significance of that light had now vanished forever. Compared to the great distance that had separated him from Daisy it had seemed very near to her, almost touching her. It had seemed as close as a star to the moon. Now it was again a green light on a dock. His count of enchanted objects had diminished by one.",
564,5,Nick_narrator,"I began to walk about the room, examining various indefinite objects in the half darkness. A large photograph of an elderly man in yachting costume attracted me, hung on the wall over his desk.",
565,5,Nick_narrator,The name sounded faintly familiar.,
566,5,Nick_narrator,"There was a small picture of Gatsby, also in yachting costume, on the bureau—Gatsby with his head thrown back defiantly—taken apparently when he was about eighteen.",
567,5,Nick_narrator,exclaimed Daisy.,
568,5,Nick_narrator,said Gatsby quickly.,
569,5,Nick_narrator,"They stood side by side examining it. I was going to ask to see the rubies when the phone rang, and Gatsby took up the receiver.",
570,5,Nick_narrator,He rang off.,
571,5,Nick_narrator,cried Daisy at the window.,
572,5,Nick_narrator,"The rain was still falling, but the darkness had parted in the west, and there was a pink and golden billow of foamy clouds above the sea.",
573,5,Nick_narrator,"she whispered, and then after a moment:",
574,5,Nick_narrator,"I tried to go then, but they wouldn’t hear of it; perhaps my presence made them feel more satisfactorily alone.",
575,5,Nick_narrator,"said Gatsby,",
576,5,Nick_narrator,"He went out of the room calling  and returned in a few minutes accompanied by an embarrassed, slightly worn young man, with shell-rimmed glasses and scanty blond hair. He was now decently clothed in a ""sport shirt,"" open at the neck, sneakers, and duck trousers of a nebulous hue.",
577,5,Nick_narrator,inquired Daisy politely.,
578,5,Nick_narrator,"cried Mr. Klipspringer, in a spasm of embarrassment.",
579,5,Nick_narrator,"said Gatsby, cutting him off.",
580,5,Nick_narrator,interrupted Gatsby. He flipped a switch. The grey windows disappeared as the house glowed full of light.,
581,5,Nick_narrator,"In the music-room Gatsby turned on a solitary lamp beside the piano. He lit Daisy’s cigarette from a trembling match, and sat down with her on a couch far across the room, where there was no light save what the gleaming floor bounced in from the hall.",
582,5,Nick_narrator,"When Klipspringer had played ""The Love Nest"" he turned around on the bench and searched unhappily for Gatsby in the gloom.",
583,5,Nick_narrator,commanded Gatsby.,
585,5,Nick_narrator,"Outside the wind was loud and there was a faint flow of thunder along the Sound. All the lights were going on in West Egg now; the electric trains, men-carrying, were plunging home through the rain from New York. It was the hour of a profound human change, and excitement was generating on the air.",
587,5,Nick_narrator,"As I went over to say goodbye I saw that the expression of bewilderment had come back into Gatsby’s face, as though a faint doubt had occurred to him as to the quality of his present happiness. Almost five years! There must have been moments even that afternoon when Daisy tumbled short of his dreams—not through her own fault, but because of the colossal vitality of his illusion. It had gone beyond her, beyond everything. He had thrown himself into it with a creative passion, adding to it all the time, decking it out with every bright feather that drifted his way. No amount of fire or freshness can challenge what a man can store up in his ghostly heart.",
588,5,Nick_narrator,"As I watched him he adjusted himself a little, visibly. His hand took hold of hers, and as she said something low in his ear he turned toward her with a rush of emotion. I think that voice held him most, with its fluctuating, feverish warmth, because it couldn’t be over-dreamed—that voice was a deathless song.",
589,5,Nick_narrator,"They had forgotten me, but Daisy glanced up and held out her hand; Gatsby didn’t know me now at all. I looked once more at them and they looked back at me, remotely, possessed by intense life. Then I went out of the room and down the marble steps into the rain, leaving them there together.",
590,6,Nick_narrator,About this time an ambitious young reporter from New York arrived one morning at Gatsby’s door and asked him if he had anything to say.,
591,6,Nick_narrator,inquired Gatsby politely.,
592,6,Nick_narrator,"It transpired after a confused five minutes that the man had heard Gatsby’s name around his office in a connection which he either wouldn’t reveal or didn’t fully understand. This was his day off and with laudable initiative he had hurried out ""to see.""",
593,6,Nick_narrator,"It was a random shot, and yet the reporter’s instinct was right. Gatsby’s notoriety, spread about by the hundreds who had accepted his hospitality and so become authorities upon his past, had increased all summer until he fell just short of being news. Contemporary legends such as the ""underground pipeline to Canada"" attached themselves to him, and there was one persistent story that he didn’t live in a house at all, but in a boat that looked like a house and was moved secretly up and down the Long Island shore. Just why these inventions were a source of satisfaction to James Gatz of North Dakota, isn’t easy to say.",
594,6,Nick_narrator,"James Gatz—that was really, or at least legally, his name. He had changed it at the age of seventeen and at the specific moment that witnessed the beginning of his career—when he saw Dan Cody’s yacht drop anchor over the most insidious flat on Lake Superior. It was James Gatz who had been loafing along the beach that afternoon in a torn green jersey and a pair of canvas pants, but it was already Jay Gatsby who borrowed a rowboat, pulled out to the Tuolomee, and informed Cody that a wind might catch him and break him up in half an hour.",
595,6,Nick_narrator,"I suppose he’d had the name ready for a long time, even then. His parents were shiftless and unsuccessful farm people—his imagination had never really accepted them as his parents at all. The truth was that Jay Gatsby of West Egg, Long Island, sprang from his Platonic conception of himself. He was a son of God—a phrase which, if it means anything, means just that—and he must be about His Father’s business, the service of a vast, vulgar, and meretricious beauty. So he invented just the sort of Jay Gatsby that a seventeen-year-old boy would be likely to invent, and to this conception he was faithful to the end.",
596,6,Nick_narrator,"For over a year he had been beating his way along the south shore of Lake Superior as a clam-digger and a salmon-fisher or in any other capacity that brought him food and bed. His brown, hardening body lived naturally through the half-fierce, half-lazy work of the bracing days. He knew women early, and since they spoiled him he became contemptuous of them, of young virgins because they were ignorant, of the others because they were hysterical about things which in his overwhelming self-absorption he took for granted.",
597,6,Nick_narrator,"But his heart was in a constant, turbulent riot. The most grotesque and fantastic conceits haunted him in his bed at night. A universe of ineffable gaudiness spun itself out in his brain while the clock ticked on the washstand and the moon soaked with wet light his tangled clothes upon the floor. Each night he added to the pattern of his fancies until drowsiness closed down upon some vivid scene with an oblivious embrace. For a while these reveries provided an outlet for his imagination; they were a satisfactory hint of the unreality of reality, a promise that the rock of the world was founded securely on a fairy’s wing.",
598,6,Nick_narrator,"An instinct toward his future glory had led him, some months before, to the small Lutheran College of St. Olaf’s in southern Minnesota. He stayed there two weeks, dismayed at its ferocious indifference to the drums of his destiny, to destiny itself, and despising the janitor’s work with which he was to pay his way through. Then he drifted back to Lake Superior, and he was still searching for something to do on the day that Dan Cody’s yacht dropped anchor in the shallows alongshore.",
599,6,Nick_narrator,"Cody was fifty years old then, a product of the Nevada silver fields, of the Yukon, of every rush for metal since seventy-five. The transactions in Montana copper that made him many times a millionaire found him physically robust but on the verge of soft-mindedness, and, suspecting this, an infinite number of women tried to separate him from his money. The none too savoury ramifications by which Ella Kaye, the newspaper woman, played Madame de Maintenon to his weakness and sent him to sea in a yacht, were common property of the turgid journalism in 1902. He had been coasting along all too hospitable shores for five years when he turned up as James Gatz’s destiny in Little Girl Bay.",
600,6,Nick_narrator,"To young Gatz, resting on his oars and looking up at the railed deck, that yacht represented all the beauty and glamour in the world. I suppose he smiled at Cody—he had probably discovered that people liked him when he smiled. At any rate Cody asked him a few questions (one of them elicited the brand new name) and found that he was quick and extravagantly ambitious. A few days later he took him to Duluth and bought him a blue coat, six pairs of white duck trousers, and a yachting cap. And when the Tuolomee left for the West Indies and the Barbary Coast, Gatsby left too.",
601,6,Nick_narrator,"He was employed in a vague personal capacity—while he remained with Cody he was in turn steward, mate, skipper, secretary, and even jailor, for Dan Cody sober knew what lavish doings Dan Cody drunk might soon be about, and he provided for such contingencies by reposing more and more trust in Gatsby. The arrangement lasted five years, during which the boat went three times around the Continent. It might have lasted indefinitely except for the fact that Ella Kaye came on board one night in Boston and a week later Dan Cody inhospitably died.",
602,6,Nick_narrator,"I remember the portrait of him up in Gatsby’s bedroom, a grey, florid man with a hard, empty face—the pioneer debauchee, who during one phase of American life brought back to the Eastern seaboard the savage violence of the frontier brothel and saloon. It was indirectly due to Cody that Gatsby drank so little. Sometimes in the course of gay parties women used to rub champagne into his hair; for himself he formed the habit of letting liquor alone.",
603,6,Nick_narrator,"And it was from Cody that he inherited money—a legacy of twenty-five thousand dollars. He didn’t get it. He never understood the legal device that was used against him, but what remained of the millions went intact to Ella Kaye. He was left with his singularly appropriate education; the vague contour of Jay Gatsby had filled out to the substantiality of a man.",
604,6,Nick_narrator,"He told me all this very much later, but I’ve put it down here with the idea of exploding those first wild rumours about his antecedents, which weren’t even faintly true. Moreover he told it to me at a time of confusion, when I had reached the point of believing everything and nothing about him. So I take advantage of this short halt, while Gatsby, so to speak, caught his breath, to clear this set of misconceptions away.",
605,6,Nick_narrator,"It was a halt, too, in my association with his affairs. For several weeks I didn’t see him or hear his voice on the phone—mostly I was in New York, trotting around with Jordan and trying to ingratiate myself with her senile aunt—but finally I went over to his house one Sunday afternoon. I hadn’t been there two minutes when somebody brought Tom Buchanan in for a drink. I was startled, naturally, but the really surprising thing was that it hadn’t happened before.",
606,6,Nick_narrator,"They were a party of three on horseback—Tom and a man named Sloane and a pretty woman in a brown riding-habit, who had been there previously.",
607,6,Nick_narrator,"said Gatsby, standing on his porch.",
608,6,Nick_narrator,As though they cared!,
609,6,Nick_narrator,"He walked around the room quickly, ringing bells.",
610,6,Nick_narrator,"He was profoundly affected by the fact that Tom was there. But he would be uneasy anyhow until he had given them something, realizing in a vague way that that was all they came for. Mr. Sloane wanted nothing. A lemonade? No, thanks. A little champagne? Nothing at all, thanks… I’m sorry—",
611,6,Nick_narrator,"Moved by an irresistible impulse, Gatsby turned to Tom, who had accepted the introduction as a stranger.",
612,6,Nick_narrator,"said Tom, gruffly polite, but obviously not remembering.",
613,6,Nick_narrator,"continued Gatsby, almost aggressively.",
614,6,Nick_narrator,Tom turned to me.,
615,6,Nick_narrator,"Mr. Sloane didn’t enter into the conversation, but lounged back haughtily in his chair; the woman said nothing either—until unexpectedly, after two highballs, she became cordial.",
616,6,Nick_narrator,she suggested.,
617,6,Nick_narrator,"said Mr. Sloane, without gratitude.",
618,6,Nick_narrator,"Gatsby urged them. He had control of himself now, and he wanted to see more of Tom.",
619,6,Nick_narrator,said the lady enthusiastically.,
620,6,Nick_narrator,This included me. Mr. Sloane got to his feet.,
621,6,Nick_narrator,he said—but to her only.,
622,6,Nick_narrator,she insisted.,
623,6,Nick_narrator,Gatsby looked at me questioningly. He wanted to go and he didn’t see that Mr. Sloane had determined he shouldn’t.,
624,6,Nick_narrator,I said.,
625,6,Nick_narrator,"she urged, concentrating on Gatsby.",
626,6,Nick_narrator,Mr. Sloane murmured something close to her ear.,
627,6,Nick_narrator,she insisted aloud.,
628,6,Nick_narrator,said Gatsby.,
629,6,Nick_narrator,"The rest of us walked out on the porch, where Sloane and the lady began an impassioned conversation aside.",
630,6,Nick_narrator,said Tom.,
631,6,Nick_narrator,He frowned.,
632,6,Nick_narrator,Suddenly Mr. Sloane and the lady walked down the steps and mounted their horses.,
633,6,Nick_narrator,"said Mr. Sloane to Tom,  And then to me:",
634,6,Nick_narrator,"Tom and I shook hands, the rest of us exchanged a cool nod, and they trotted quickly down the drive, disappearing under the August foliage just as Gatsby, with hat and light overcoat in hand, came out the front door.",
635,6,Nick_narrator,"Tom was evidently perturbed at Daisy’s running around alone, for on the following Saturday night he came with her to Gatsby’s party. Perhaps his presence gave the evening its peculiar quality of oppressiveness—it stands out in my memory from Gatsby’s other parties that summer. There were the same people, or at least the same sort of people, the same profusion of champagne, the same many-coloured, many-keyed commotion, but I felt an unpleasantness in the air, a pervading harshness that hadn’t been there before. Or perhaps I had merely grown used to it, grown to accept West Egg as a world complete in itself, with its own standards and its own great figures, second to nothing because it had no consciousness of being so, and now I was looking at it again, through Daisy’s eyes. It is invariably saddening to look through new eyes at things upon which you have expended your own powers of adjustment.",
636,6,Nick_narrator,"They arrived at twilight, and, as we strolled out among the sparkling hundreds, Daisy’s voice was playing murmurous tricks in her throat.",
637,6,Nick_narrator,she whispered.,
638,6,Nick_narrator,suggested Gatsby.,
639,6,Nick_narrator,Tom’s arrogant eyes roamed the crowd.,
640,6,Nick_narrator,he said;,
641,6,Nick_narrator,"Gatsby indicated a gorgeous, scarcely human orchid of a woman who sat in state under a white-plum tree. Tom and Daisy stared, with that peculiarly unreal feeling that accompanies the recognition of a hitherto ghostly celebrity of the movies.",
642,6,Nick_narrator,said Daisy.,
643,6,Nick_narrator,He took them ceremoniously from group to group:,
644,6,Nick_narrator,After an instant’s hesitation he added:,
645,6,Nick_narrator,"objected Tom quickly,",
646,6,Nick_narrator,"But evidently the sound of it pleased Gatsby for Tom remained ""the polo player"" for the rest of the evening.",
647,6,Nick_narrator,Daisy exclaimed.,
648,6,Nick_narrator,"Gatsby identified him, adding that he was a small producer.",
649,6,Nick_narrator,"said Tom pleasantly,",
650,6,Nick_narrator,"Daisy and Gatsby danced. I remember being surprised by his graceful, conservative foxtrot—I had never seen him dance before. Then they sauntered over to my house and sat on the steps for half an hour, while at her request I remained watchfully in the garden.  she explained,",
651,6,Nick_narrator,Tom appeared from his oblivion as we were sitting down to supper together.  he said.,
652,6,Nick_narrator,"answered Daisy genially, … She looked around after a moment and told me the girl was ""common but pretty,"" and I knew that except for the half-hour she’d been alone with Gatsby she wasn’t having a good time.",
653,6,Nick_narrator,"We were at a particularly tipsy table. That was my fault—Gatsby had been called to the phone, and I’d enjoyed these same people only two weeks before. But what had amused me then turned septic on the air now.",
654,6,Nick_narrator,"The girl addressed was trying, unsuccessfully, to slump against my shoulder. At this inquiry she sat up and opened her eyes.",
655,6,Nick_narrator,"A massive and lethargic woman, who had been urging Daisy to play golf with her at the local club tomorrow, spoke in Miss Baedeker’s defence:",
656,6,Nick_narrator,affirmed the accused hollowly.,
657,6,Nick_narrator,"We heard you yelling, so I said to Doc Civet here: ‘There’s somebody that needs your help, Doc.’",
658,6,Nick_narrator,"said another friend, without gratitude,",
659,6,Nick_narrator,mumbled Miss Baedeker.,
660,6,Nick_narrator,countered Doctor Civet.,
661,6,Nick_narrator,cried Miss Baedeker violently.,
662,6,Nick_narrator,"It was like that. Almost the last thing I remember was standing with Daisy and watching the moving-picture director and his Star. They were still under the white-plum tree and their faces were touching except for a pale, thin ray of moonlight between. It occurred to me that he had been very slowly bending toward her all evening to attain this proximity, and even while I watched I saw him stoop one ultimate degree and kiss at her cheek.",
663,6,Nick_narrator,"said Daisy,",
664,6,Nick_narrator,"But the rest offended her—and inarguably because it wasn’t a gesture but an emotion. She was appalled by West Egg, this unprecedented ""place"" that Broadway had begotten upon a Long Island fishing village—appalled by its raw vigour that chafed under the old euphemisms and by the too obtrusive fate that herded its inhabitants along a shortcut from nothing to nothing. She saw something awful in the very simplicity she failed to understand.",
665,6,Nick_narrator,"I sat on the front steps with them while they waited for their car. It was dark here in front; only the bright door sent ten square feet of light volleying out into the soft black morning. Sometimes a shadow moved against a dressing-room blind above, gave way to another shadow, an indefinite procession of shadows, who rouged and powdered in an invisible glass.",
666,6,Nick_narrator,demanded Tom suddenly.,
667,6,Nick_narrator,I inquired.,
668,6,Nick_narrator,I said shortly.,
669,6,Nick_narrator,He was silent for a moment. The pebbles of the drive crunched under his feet.,
670,6,Nick_narrator,A breeze stirred the grey haze of Daisy’s fur collar.,
671,6,Nick_narrator,she said with an effort.,
672,6,Nick_narrator,Tom laughed and turned to me.,
673,6,Nick_narrator,"Daisy began to sing with the music in a husky, rhythmic whisper, bringing out a meaning in each word that it had never had before and would never have again. When the melody rose her voice broke up sweetly, following it, in a way contralto voices have, and each change tipped out a little of her warm human magic upon the air.",
674,6,Nick_narrator,she said suddenly.,
675,6,Nick_narrator,insisted Tom.,
676,6,Nick_narrator,she answered.,
677,6,Nick_narrator,The dilatory limousine came rolling up the drive.,
678,6,Nick_narrator,said Daisy.,
679,6,Nick_narrator,"Her glance left me and sought the lighted top of the steps, where ""Three O’Clock in the Morning,"" a neat, sad little waltz of that year, was drifting out the open door. After all, in the very casualness of Gatsby’s party there were romantic possibilities totally absent from her world. What was it up there in the song that seemed to be calling her back inside? What would happen now in the dim, incalculable hours? Perhaps some unbelievable guest would arrive, a person infinitely rare and to be marvelled at, some authentically radiant young girl who with one fresh glance at Gatsby, one moment of magical encounter, would blot out those five years of unwavering devotion.",
680,6,Nick_narrator,"I stayed late that night. Gatsby asked me to wait until he was free, and I lingered in the garden until the inevitable swimming party had run up, chilled and exalted, from the black beach, until the lights were extinguished in the guestrooms overhead. When he came down the steps at last the tanned skin was drawn unusually tight on his face, and his eyes were bright and tired.",
681,6,Nick_narrator,he said immediately.,
682,6,Nick_narrator,he insisted.,
683,6,Nick_narrator,"He was silent, and I guessed at his unutterable depression.",
684,6,Nick_narrator,he said.,
685,6,Nick_narrator,He dismissed all the dances he had given with a snap of his fingers.,
686,6,Nick_narrator,He wanted nothing less of Daisy than that she should go to Tom and say:,
688,6,Nick_narrator,"After she had obliterated four years with that sentence they could decide upon the more practical measures to be taken. One of them was that, after she was free, they were to go back to Louisville and be married from her house—just as if it were five years ago.",
689,6,Nick_narrator,he said.,
690,6,Nick_narrator,He broke off and began to walk up and down a desolate path of fruit rinds and discarded favours and crushed flowers.,
691,6,Nick_narrator,I ventured.,
692,6,Nick_narrator,he cried incredulously.,
693,6,Nick_narrator,"He looked around him wildly, as if the past were lurking here in the shadow of his house, just out of reach of his hand.",
694,6,Nick_narrator,"he said, nodding determinedly.",
695,6,Nick_narrator,"He talked a lot about the past, and I gathered that he wanted to recover something, some idea of himself perhaps, that had gone into loving Daisy. His life had been confused and disordered since then, but if he could once return to a certain starting place and go over it all slowly, he could find out what that thing was…",
696,6,Nick_narrator,"… One autumn night, five years before, they had been walking down the street when the leaves were falling, and they came to a place where there were no trees and the sidewalk was white with moonlight. They stopped here and turned toward each other. Now it was a cool night with that mysterious excitement in it which comes at the two changes of the year. The quiet lights in the houses were humming out into the darkness and there was a stir and bustle among the stars. Out of the corner of his eye Gatsby saw that the blocks of the sidewalks really formed a ladder and mounted to a secret place above the trees—he could climb to it, if he climbed alone, and once there he could suck on the pap of life, gulp down the incomparable milk of wonder.",
697,6,Nick_narrator,"His heart beat faster as Daisy’s white face came up to his own. He knew that when he kissed this girl, and forever wed his unutterable visions to her perishable breath, his mind would never romp again like the mind of God. So he waited, listening for a moment longer to the tuning-fork that had been struck upon a star. Then he kissed her. At his lips’ touch she blossomed for him like a flower and the incarnation was complete.",
698,6,Nick_narrator,"Through all he said, even through his appalling sentimentality, I was reminded of something—an elusive rhythm, a fragment of lost words, that I had heard somewhere a long time ago. For a moment a phrase tried to take shape in my mouth and my lips parted like a dumb man’s, as though there was more struggling upon them than a wisp of startled air. But they made no sound, and what I had almost remembered was uncommunicable forever.",
699,7,Nick_narrator,"It was when curiosity about Gatsby was at its highest that the lights in his house failed to go on one Saturday night—and, as obscurely as it had begun, his career as Trimalchio was over. Only gradually did I become aware that the automobiles which turned expectantly into his drive stayed for just a minute and then drove sulkily away. Wondering if he were sick I went over to find out—an unfamiliar butler with a villainous face squinted at me suspiciously from the door.",
700,7,Nick_narrator,"After a pause he added  in a dilatory, grudging way.",
701,7,Nick_narrator,he demanded rudely.,
702,7,Nick_narrator,Abruptly he slammed the door.,
703,7,Nick_narrator,"My Finn informed me that Gatsby had dismissed every servant in his house a week ago and replaced them with half a dozen others, who never went into West Egg village to be bribed by the tradesmen, but ordered moderate supplies over the telephone. The grocery boy reported that the kitchen looked like a pigsty, and the general opinion in the village was that the new people weren’t servants at all.",
704,7,Nick_narrator,Next day Gatsby called me on the phone.,
705,7,Nick_narrator,I inquired.,
706,7,Nick_narrator,So the whole caravansary had fallen in like a card house at the disapproval in her eyes.,
707,7,Nick_narrator,He was calling up at Daisy’s request—would I come to lunch at her house tomorrow? Miss Baker would be there. Half an hour later Daisy herself telephoned and seemed relieved to find that I was coming. Something was up. And yet I couldn’t believe that they would choose this occasion for a scene—especially for the rather harrowing scene that Gatsby had outlined in the garden.,
708,7,Nick_narrator,"The next day was broiling, almost the last, certainly the warmest, of the summer. As my train emerged from the tunnel into sunlight, only the hot whistles of the National Biscuit Company broke the simmering hush at noon. The straw seats of the car hovered on the edge of combustion; the woman next to me perspired delicately for a while into her white shirtwaist, and then, as her newspaper dampened under her fingers, lapsed despairingly into deep heat with a desolate cry. Her pocketbook slapped to the floor.",
709,7,Nick_narrator,she gasped.,
710,7,Nick_narrator,"I picked it up with a weary bend and handed it back to her, holding it at arm’s length and by the extreme tip of the corners to indicate that I had no designs upon it—but everyone near by, including the woman, suspected me just the same.",
711,7,Nick_narrator,said the conductor to familiar faces.,
712,7,Nick_narrator,"My commutation ticket came back to me with a dark stain from his hand. That anyone should care in this heat whose flushed lips he kissed, whose head made damp the pyjama pocket over his heart!",
713,7,Nick_narrator,"… Through the hall of the Buchanans’ house blew a faint wind, carrying the sound of the telephone bell out to Gatsby and me as we waited at the door.",
714,7,Nick_narrator,roared the butler into the mouthpiece.,
715,7,Nick_narrator,What he really said was:,
716,7,Nick_narrator,"He set down the receiver and came toward us, glistening slightly, to take our stiff straw hats.",
717,7,Nick_narrator,"he cried, needlessly indicating the direction. In this heat every extra gesture was an affront to the common store of life.",
718,7,Nick_narrator,"The room, shadowed well with awnings, was dark and cool. Daisy and Jordan lay upon an enormous couch, like silver idols weighing down their own white dresses against the singing breeze of the fans.",
719,7,Nick_narrator,they said together.,
720,7,Nick_narrator,"Jordan’s fingers, powdered white over their tan, rested for a moment in mine.",
721,7,Nick_narrator,I inquired.,
722,7,Nick_narrator,"Simultaneously I heard his voice, gruff, muffled, husky, at the hall telephone.",
723,7,Nick_narrator,"Gatsby stood in the centre of the crimson carpet and gazed around with fascinated eyes. Daisy watched him and laughed, her sweet, exciting laugh; a tiny gust of powder rose from her bosom into the air.",
724,7,Nick_narrator,"whispered Jordan,",
725,7,Nick_narrator,We were silent. The voice in the hall rose high with annoyance:,
726,7,Nick_narrator,said Daisy cynically.,
727,7,Nick_narrator,I assured her.,
728,7,Nick_narrator,"Tom flung open the door, blocked out its space for a moment with his thick body, and hurried into the room.",
729,7,Nick_narrator,"He put out his broad, flat hand with well-concealed dislike.",
730,7,Nick_narrator,cried Daisy.,
731,7,Nick_narrator,"As he left the room again she got up and went over to Gatsby and pulled his face down, kissing him on the mouth.",
732,7,Nick_narrator,she murmured.,
733,7,Nick_narrator,said Jordan.,
734,7,Nick_narrator,Daisy looked around doubtfully.,
735,7,Nick_narrator,"cried Daisy, and began to clog on the brick fireplace. Then she remembered the heat and sat down guiltily on the couch just as a freshly laundered nurse leading a little girl came into the room.",
736,7,Nick_narrator,"she crooned, holding out her arms.",
737,7,Nick_narrator,"The child, relinquished by the nurse, rushed across the room and rooted shyly into her mother’s dress.",
738,7,Nick_narrator,Gatsby and I in turn leaned down and took the small reluctant hand. Afterward he kept looking at the child with surprise. I don’t think he had ever really believed in its existence before.,
739,7,Nick_narrator,"said the child, turning eagerly to Daisy.",
740,7,Nick_narrator,Her face bent into the single wrinkle of the small white neck.,
741,7,Nick_narrator,admitted the child calmly.,
742,7,Nick_narrator,Daisy turned her around so that she faced Gatsby.,
743,7,Nick_narrator,explained Daisy.,
744,7,Nick_narrator,Daisy sat back upon the couch. The nurse took a step forward and held out her hand.,
745,7,Nick_narrator,"With a reluctant backward glance the well-disciplined child held to her nurse’s hand and was pulled out the door, just as Tom came back, preceding four gin rickeys that clicked full of ice.",
746,7,Nick_narrator,Gatsby took up his drink.,
747,7,Nick_narrator,"he said, with visible tension.",
748,7,Nick_narrator,"We drank in long, greedy swallows.",
749,7,Nick_narrator,said Tom genially,
750,7,Nick_narrator,"he suggested to Gatsby,",
751,7,Nick_narrator,"I went with them out to the veranda. On the green Sound, stagnant in the heat, one small sail crawled slowly toward the fresher sea. Gatsby’s eyes followed it momentarily; he raised his hand and pointed across the bay.",
752,7,Nick_narrator,Our eyes lifted over the rose-beds and the hot lawn and the weedy refuse of the dog-days alongshore. Slowly the white wings of the boat moved against the blue cool limit of the sky. Ahead lay the scalloped ocean and the abounding blessed isles.,
753,7,Nick_narrator,"said Tom, nodding.",
754,7,Nick_narrator,"We had luncheon in the dining-room, darkened too against the heat, and drank down nervous gaiety with the cold ale.",
755,7,Nick_narrator,"cried Daisy,",
756,7,Nick_narrator,Jordan said.,
757,7,Nick_narrator,"insisted Daisy, on the verge of tears,",
758,7,Nick_narrator,"Her voice struggled on through the heat, beating against it, moulding its senselessness into forms.",
759,7,Nick_narrator,"Tom was saying to Gatsby,",
760,7,Nick_narrator,"demanded Daisy insistently. Gatsby’s eyes floated toward her.  she cried,",
761,7,Nick_narrator,"Their eyes met, and they stared together at each other, alone in space. With an effort she glanced down at the table.",
762,7,Nick_narrator,she repeated.,
763,7,Nick_narrator,"She had told him that she loved him, and Tom Buchanan saw. He was astounded. His mouth opened a little, and he looked at Gatsby, and then back at Daisy as if he had just recognized her as someone he knew a long time ago.",
764,7,Nick_narrator,she went on innocently.,
765,7,Nick_narrator,"broke in Tom quickly,",
766,7,Nick_narrator,"He got up, his eyes still flashing between Gatsby and his wife. No one moved.",
767,7,Nick_narrator,His temper cracked a little.,
768,7,Nick_narrator,"His hand, trembling with his effort at self-control, bore to his lips the last of his glass of ale. Daisy’s voice got us to our feet and out on to the blazing gravel drive.",
769,7,Nick_narrator,she objected.,
770,7,Nick_narrator,she begged him.,
771,7,Nick_narrator,He didn’t answer.,
772,7,Nick_narrator,she said.,
773,7,Nick_narrator,"They went upstairs to get ready while we three men stood there shuffling the hot pebbles with our feet. A silver curve of the moon hovered already in the western sky. Gatsby started to speak, changed his mind, but not before Tom wheeled and faced him expectantly.",
774,7,Nick_narrator,asked Gatsby with an effort.,
775,7,Nick_narrator,A pause.,
776,7,Nick_narrator,broke out Tom savagely.,
777,7,Nick_narrator,called Daisy from an upper window.,
778,7,Nick_narrator,answered Tom. He went inside.,
779,7,Nick_narrator,Gatsby turned to me rigidly:,
780,7,Nick_narrator,I remarked.  I hesitated.,
781,7,Nick_narrator,he said suddenly.,
782,7,Nick_narrator,"That was it. I’d never understood before. It was full of money—that was the inexhaustible charm that rose and fell in it, the jingle of it, the cymbals’ song of it… High in a white palace the king’s daughter, the golden girl…",
